Symbol,Name,Sector,Industry,Exchange,,,TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing,NASDAQ
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ,,,,,,,
CALA,"Calithera Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ,,,,,,,
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Integrated oil Companies,NASDAQ,,,,,,,
CRUSC,Calvert Management Series,n/a,n/a,NASDAQ,,,,,,,
CLXT,"Calyxt, Inc.",Basic Industries,Agricultural Chemicals,NASDAQ,,,,,,,
ABCD,"Cambium Learning Group, Inc.",Consumer Services,Publishing,NASDAQ,,,,,,,
CATC,Cambridge Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
CAC,Camden National Corporation,Finance,Major Banks,NASDAQ,,,,,,,
CAMT,Camtek Ltd.,Capital Goods,Electronic Components,NASDAQ,,,,,,,
CSIQ,Canadian Solar Inc.,Technology,Semiconductors,NASDAQ,,,,,,,
CGIX,"Cancer Genetics, Inc.",Health Care,Medical Specialities,NASDAQ,,,,,,,
CPHC,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ,,,,,,,
CBNK,"Capital Bancorp, Inc.",n/a,n/a,NASDAQ,,,,,,,
CCBG,Capital City Bank Group,Finance,Major Banks,NASDAQ,,,,,,,
CPLP,Capital Product Partners L.P.,Transportation,Marine Transportation,NASDAQ,,,,,,,
CSWC,Capital Southwest Corporation,Consumer Non-Durables,Textiles,NASDAQ,,,,,,,
CSWCL,Capital Southwest Corporation,Consumer Non-Durables,Textiles,NASDAQ,,,,,,,
CPTA,Capitala Finance Corp.,n/a,n/a,NASDAQ,,,,,,,
CPTAG,Capitala Finance Corp.,n/a,n/a,NASDAQ,,,,,,,
CPTAL,Capitala Finance Corp.,n/a,n/a,NASDAQ,,,,,,,
CFFN,"Capitol Federal Financial, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
CAPR,"Capricor Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CSTR,"CapStar Financial Holdings, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CPST,Capstone Turbine Corporation,Energy,Industrial Machinery/Components,NASDAQ,,,,,,,
CARA,"Cara Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CBLK,"Carbon Black, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
CARB,"Carbonite, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
CSII,"Cardiovascular Systems, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
CDLX,"Cardlytics, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,,,,,,,
CATM,Cardtronics plc,Miscellaneous,Business Services,NASDAQ,,,,,,,
CDNA,"CareDx, Inc.",Health Care,Medical Specialities,NASDAQ,,,,,,,
CECO,Career Education Corporation,Consumer Services,Other Consumer Services,NASDAQ,,,,,,,
CTRE,"CareTrust REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
CARG,"CarGurus, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
CARO,Carolina Financial Corporation,Finance,Major Banks,NASDAQ,,,,,,,
CART,"Carolina Trust BancShares, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CRZO,"Carrizo Oil & Gas, Inc.",Energy,Oil & Gas Production,NASDAQ,,,,,,,
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants,NASDAQ,,,,,,,
CARV,"Carver Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
CASM,"CAS Medical Systems, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
CASA,"Casa Systems, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
CWST,"Casella Waste Systems, Inc.",Public Utilities,Environmental Services,NASDAQ,,,,,,,
CASY,"Caseys General Stores, Inc.",Consumer Durables,Automotive Aftermarket,NASDAQ,,,,,,,
CASI,"CASI Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
CASS,"Cass Information Systems, Inc",Miscellaneous,Business Services,NASDAQ,,,,,,,
CATB,"Catabasis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CBIO,"Catalyst Biosciences, Inc. ",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CPRX,"Catalyst Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CATS,"Catasys, Inc.",Health Care,Hospital/Nursing Management,NASDAQ,,,,,,,
CATY,Cathay General Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
CATYW,Cathay General Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
CGVIC,Causeway ETMF Trust,n/a,n/a,NASDAQ,,,,,,,
CIVEC,Causeway ETMF Trust,n/a,n/a,NASDAQ,,,,,,,
CVCO,"Cavco Industries, Inc.",Basic Industries,Homebuilding,NASDAQ,,,,,,,
CBFV,"CB Financial Services, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CBAK,"CBAK Energy Technology, Inc.",Miscellaneous,Industrial Machinery/Components,NASDAQ,,,,,,,
CBMB,"CBM Bancorp, Inc.",n/a,n/a,NASDAQ,,,,,,,
CBOE,"Cboe Global Markets, Inc.",n/a,n/a,NASDAQ,,,,,,,
CBTX,"CBTX, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CDK,"CDK Global, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
CDTI,"CDTI Advanced Materials, Inc.",Capital Goods,Pollution Control Equipment,NASDAQ,,,,,,,
CDW,CDW Corporation,Consumer Services,Catalog/Specialty Distribution,NASDAQ,,,,,,,
CECE,CECO Environmental Corp.,Capital Goods,Pollution Control Equipment,NASDAQ,,,,,,,
CELC,Celcuity Inc.,Health Care,Medical Specialities,NASDAQ,,,,,,,
CELG,Celgene Corporation,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CELGZ,Celgene Corporation,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CLDX,"Celldex Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ,,,,,,,
APOP,Cellect Biotechnology Ltd.,n/a,n/a,NASDAQ,,,,,,,
APOPW,Cellect Biotechnology Ltd.,n/a,n/a,NASDAQ,,,,,,,
CLRB,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CLRBW,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CLRBZ,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CLLS,Cellectis S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
CBMG,"Cellular Biomedicine Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
CLSN,Celsion Corporation,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CELH,"Celsius Holdings, Inc.",Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ,,,,,,,
CYAD,Celyad SA,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CETX,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
CETXP,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
CETXW,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
CDEV,"Centennial Resource Development, Inc.",Energy,Oil & Gas Production,NASDAQ,,,,,,,
CSFL,CenterState Bank Corporation,Finance,Major Banks,NASDAQ,,,,,,,
CETV,Central European Media Enterprises Ltd.,Consumer Services,Broadcasting,NASDAQ,,,,,,,
CFBK,Central Federal Corporation,Finance,Savings Institutions,NASDAQ,,,,,,,
CENT,Central Garden & Pet Company,Consumer Durables,Consumer Specialties,NASDAQ,,,,,,,
CENTA,Central Garden & Pet Company,Consumer Durables,Consumer Specialties,NASDAQ,,,,,,,
CVCY,Central Valley Community Bancorp,Finance,Major Banks,NASDAQ,,,,,,,
CENX,Century Aluminum Company,Basic Industries,Aluminum,NASDAQ,,,,,,,
CNBKA,"Century Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CNTY,"Century Casinos, Inc.",Consumer Services,Hotels/Resorts,NASDAQ,,,,,,,
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
CERC,Cerecor Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CERCW,Cerecor Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CERN,Cerner Corporation,Technology,EDP Services,NASDAQ,,,,,,,
CERS,Cerus Corporation,Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
KOOL,Cesca Therapeutics Inc.,Capital Goods,Medical Specialities,NASDAQ,,,,,,,
CEVA,"CEVA, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
CSBR,"Champions Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
BURG,"Chanticleer Holdings, Inc.",Consumer Services,Restaurants,NASDAQ,,,,,,,
CTHR,Charles & Colvard Ltd.,Consumer Durables,Consumer Specialties,NASDAQ,,,,,,,
GTLS,"Chart Industries, Inc.",Capital Goods,Metal Fabrications,NASDAQ,,,,,,,
CHTR,"Charter Communications, Inc.",Consumer Services,Television Services,NASDAQ,,,,,,,
CHKP,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
CHEK,Check-Cap Ltd.,Health Care,Medical Electronics,NASDAQ,,,,,,,
CHEKW,Check-Cap Ltd.,Health Care,Medical Electronics,NASDAQ,,,,,,,
CHEKZ,Check-Cap Ltd.,Health Care,Medical Electronics,NASDAQ,,,,,,,
CKPT,"Checkpoint Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CEMI,"Chembio Diagnostics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CHFC,Chemical Financial Corporation,Finance,Major Banks,NASDAQ,,,,,,,
CCXI,"ChemoCentryx, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CHMG,Chemung Financial Corp,Finance,Major Banks,NASDAQ,,,,,,,
CHKE,Cherokee Inc.,Consumer Non-Durables,Apparel,NASDAQ,,,,,,,
CHFS,"CHF Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,,,,,,,
CHMA,"Chiasma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",Consumer Services,Movies/Entertainment,NASDAQ,,,,,,,
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",Consumer Services,Movies/Entertainment,NASDAQ,,,,,,,
PLCE,"Children&#39;s Place, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,,,,,,,
CMRX,"Chimerix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CADC,"China Advanced Construction Materials Group, Inc.",Basic Industries,Engineering & Construction,NASDAQ,,,,,,,
CAAS,"China Automotive Systems, Inc.",Capital Goods,Auto Parts:O.E.M.,NASDAQ,,,,,,,
CBPO,"China Biologic Products Holdings, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
CCCL,"China Ceramics Co., Ltd.",Capital Goods,Building Materials,NASDAQ,,,,,,,
GLG,"China Commercial Credit, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CCRC,"China Customer Relations Centers, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
JRJC,China Finance Online Co. Limited,Finance,Investment Bankers/Brokers/Service,NASDAQ,,,,,,,
HGSH,"China HGS Real Estate, Inc.",Finance,Real Estate,NASDAQ,,,,,,,
CIFS,China Internet Nationwide Financial Services Inc.,Consumer Services,Professional Services,NASDAQ,,,,,,,
CJJD,"China Jo-Jo Drugstores, Inc.",Consumer Durables,Specialty Chemicals,NASDAQ,,,,,,,
CLDC,China Lending Corporation,Finance,Diversified Financial Services,NASDAQ,,,,,,,
CHNR,"China Natural Resources, Inc.",Basic Industries,Precious Metals,NASDAQ,,,,,,,
CREG,China Recycling Energy Corporation,Miscellaneous,Business Services,NASDAQ,,,,,,,
CNTF,China TechFaith Wireless Communication Technology Limited,n/a,n/a,NASDAQ,,,,,,,
CXDC,China XD Plastics Company Limited,Capital Goods,Containers/Packaging,NASDAQ,,,,,,,
CCIH,ChinaCache International Holdings Ltd.,Technology,EDP Services,NASDAQ,,,,,,,
CNET,"ChinaNet Online Holdings, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ,,,,,,,
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors,NASDAQ,,,,,,,
CDXC,ChromaDex Corporation,Consumer Durables,Specialty Chemicals,NASDAQ,,,,,,,
CHSCL,CHS Inc,Consumer Services,Farming/Seeds/Milling,NASDAQ,,,,,,,
CHSCM,CHS Inc,Consumer Services,Farming/Seeds/Milling,NASDAQ,,,,,,,
CHSCN,CHS Inc,Consumer Services,Farming/Seeds/Milling,NASDAQ,,,,,,,
CHSCO,CHS Inc,Consumer Services,Farming/Seeds/Milling,NASDAQ,,,,,,,
CHSCP,CHS Inc,Consumer Services,Farming/Seeds/Milling,NASDAQ,,,,,,,
CHDN,"Churchill Downs, Incorporated",Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ,,,,,,,
CHUY,"Chuy&#39;s Holdings, Inc.",Consumer Services,Restaurants,NASDAQ,,,,,,,
CDTX,"Cidara Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
CMCT,CIM Commercial Trust Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
CMCTP,CIM Commercial Trust Corporation,Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
CMPR,Cimpress N.V,Miscellaneous,Publishing,NASDAQ,,,,,,,
CINF,Cincinnati Financial Corporation,Finance,Property-Casualty Insurers,NASDAQ,,,,,,,
CIDM,Cinedigm Corp,Consumer Services,Consumer Electronics/Video Chains,NASDAQ,,,,,,,
CTAS,Cintas Corporation,Consumer Non-Durables,Apparel,NASDAQ,,,,,,,
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,NASDAQ,,,,,,,
CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,NASDAQ,,,,,,,
CTRN,"Citi Trends, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ,,,,,,,
CTXR,"Citius Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CTXRW,"Citius Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CZNC,Citizens & Northern Corp,Finance,Major Banks,NASDAQ,,,,,,,
CZWI,"Citizens Community Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
CZFC,Citizens First Corporation,Finance,Major Banks,NASDAQ,,,,,,,
CIZN,Citizens Holding Company,Finance,Major Banks,NASDAQ,,,,,,,
CTXS,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
CHCO,City Holding Company,Finance,Major Banks,NASDAQ,,,,,,,
CIVB,"Civista Bancshares, Inc. ",Finance,Major Banks,NASDAQ,,,,,,,
CIVBP,"Civista Bancshares, Inc. ",Finance,Major Banks,NASDAQ,,,,,,,
CLAR,Clarus Corporation,Consumer Non-Durables,Recreational Products/Toys,NASDAQ,,,,,,,
CLNE,Clean Energy Fuels Corp.,Public Utilities,Natural Gas Distribution,NASDAQ,,,,,,,
CACG,ClearBridge All Cap Growth ETF,n/a,n/a,NASDAQ,,,,,,,
YLDE,ClearBridge Dividend Strategy ESG ETF,n/a,n/a,NASDAQ,,,,,,,
LRGE,ClearBridge Large Cap Growth ESG ETF,n/a,n/a,NASDAQ,,,,,,,
CLFD,"Clearfield, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,,,,,,,
CLRO,"ClearOne, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,,,,,,,
CLSD,"Clearside Biomedical, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CLIR,ClearSign Combustion Corporation,Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
CLIRW,ClearSign Combustion Corporation,Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
CMTA,Clementia Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CBLI,"Cleveland BioLabs, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ,,,,,,,
CLVS,"Clovis Oncology, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CLPS,CLPS Incorporation,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
CMFN,CM Finance Inc,n/a,n/a,NASDAQ,,,,,,,
CMFNL,CM Finance Inc,n/a,n/a,NASDAQ,,,,,,,
CMSS,CM Seven Star Acquisition Corporation,Finance,Business Services,NASDAQ,,,,,,,
CMSSR,CM Seven Star Acquisition Corporation,Finance,Business Services,NASDAQ,,,,,,,
CMSSU,CM Seven Star Acquisition Corporation,Finance,Business Services,NASDAQ,,,,,,,
CMSSW,CM Seven Star Acquisition Corporation,Finance,Business Services,NASDAQ,,,,,,,
CME,CME Group Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ,,,,,,,
CCNE,CNB Financial Corporation,Finance,Major Banks,NASDAQ,,,,,,,
CCB,Coastal Financial Corporation,Finance,Major Banks,NASDAQ,,,,,,,
CWAY,"Coastway Bancorp, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
COBZ,CoBiz Financial Inc.,Finance,Major Banks,NASDAQ,,,,,,,
COKE,Coca-Cola Bottling Co. Consolidated,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ,,,,,,,
COCP,"Cocrystal Pharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CODA,"Coda Octopus Group, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
CDXS,"Codexis, Inc.",Basic Industries,Major Chemicals,NASDAQ,,,,,,,
CODX,"Co-Diagnostics, Inc.",Health Care,Medical/Dental Instruments,NASDAQ,,,,,,,
CVLY,"Codorus Valley Bancorp, Inc",Finance,Savings Institutions,NASDAQ,,,,,,,
JVA,"Coffee Holding Co., Inc.",Consumer Non-Durables,Food Distributors,NASDAQ,,,,,,,
CCOI,"Cogent Communications Holdings, Inc.",Consumer Services,Telecommunications Equipment,NASDAQ,,,,,,,
CGNX,Cognex Corporation,Capital Goods,Industrial Machinery/Components,NASDAQ,,,,,,,
CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services,NASDAQ,,,,,,,
CWBR,"CohBar, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
COHR,"Coherent, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ,,,,,,,
CHRS,"Coherus BioSciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
COHU,"Cohu, Inc.",Capital Goods,Electrical Products,NASDAQ,,,,,,,
CLCT,"Collectors Universe, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
COLL,"Collegium Pharmaceutical, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CIGI,Colliers International Group Inc. ,Finance,Real Estate,NASDAQ,,,,,,,
CLGN,"CollPlant Holdings, Ltd.",Health Care,Industrial Specialties,NASDAQ,,,,,,,
CBAN,"Colony Bankcorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
COLB,"Columbia Banking System, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CLBK,"Columbia Financial, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
COLM,Columbia Sportswear Company,Consumer Non-Durables,Apparel,NASDAQ,,,,,,,
CMCO,Columbus McKinnon Corporation,Capital Goods,Construction/Ag Equipment/Trucks,NASDAQ,,,,,,,
CMCSA,Comcast Corporation,Consumer Services,Television Services,NASDAQ,,,,,,,
CCNI,"Command Center, Inc.",Technology,Professional Services,NASDAQ,,,,,,,
CBSH,"Commerce Bancshares, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CBSHP,"Commerce Bancshares, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CVGI,"Commercial Vehicle Group, Inc.",Capital Goods,Auto Parts:O.E.M.,NASDAQ,,,,,,,
COMM,"CommScope Holding Company, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
JCS,"Communications Systems, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,,,,,,,
ESXB,Community Bankers Trust Corporation.,Finance,Major Banks,NASDAQ,,,,,,,
CFBI,"Community First Bancshares, Inc.",Finance,Savings Institutions,NASDAQ,,,,,,,
CYHHZ,"Community Health Systems, Inc.",Health Care,Hospital/Nursing Management,NASDAQ,,,,,,,
CTBI,"Community Trust Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CWBC,Community West Bancshares,Finance,Major Banks,NASDAQ,,,,,,,
CVLT,"Commvault Systems, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
CGEN,Compugen Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ,,,,,,,
CPSI,"Computer Programs and Systems, Inc.",Technology,EDP Services,NASDAQ,,,,,,,
CTG,"Computer Task Group, Incorporated",Technology,EDP Services,NASDAQ,,,,,,,
SCOR,"comScore, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
CHCI,"Comstock Holding Companies, Inc.",Capital Goods,Homebuilding,NASDAQ,,,,,,,
CMTL,Comtech Telecommunications Corp.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ,,,,,,,
CNAT,Conatus Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CNCE,"Concert Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CDOR,"Condor Hospitality Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ,,,,,,,
CFMS,"ConforMIS, Inc.",Health Care,Industrial Specialties,NASDAQ,,,,,,,
CNFR,"Conifer Holdings, Inc.",Finance,Property-Casualty Insurers,NASDAQ,,,,,,,
CNMD,CONMED Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ,,,,,,,
CTWS,"Connecticut Water Service, Inc.",Public Utilities,Water Supply,NASDAQ,,,,,,,
CNOB,"ConnectOne Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
CONN,"Conn&#39;s, Inc.",Consumer Services,Consumer Electronics/Video Chains,NASDAQ,,,,,,,
CNSL,"Consolidated Communications Holdings, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ,,,,,,,
CWCO,Consolidated Water Co. Ltd.,Public Utilities,Water Supply,NASDAQ,,,,,,,
CNAC,Constellation Alpha Capital Corp.,Finance,Business Services,NASDAQ,,,,,,,
CNACR,Constellation Alpha Capital Corp.,Finance,Business Services,NASDAQ,,,,,,,
CNACU,Constellation Alpha Capital Corp.,Finance,Business Services,NASDAQ,,,,,,,
CNACW,Constellation Alpha Capital Corp.,Finance,Business Services,NASDAQ,,,,,,,
CNST,"Constellation Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
ROAD,"Construction Partners, Inc.",Basic Industries,Military/Government/Technical,NASDAQ,,,,,,,
CPSS,"Consumer Portfolio Services, Inc.",Finance,Finance: Consumer Services,NASDAQ,,,,,,,
CFRX,ContraFect Corporation,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CTRV,ContraVir Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CTRL,Control4 Corporation,Capital Goods,Electrical Products,NASDAQ,,,,,,,
CVON,"ConvergeOne Holdings, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
AWSM,Cool Holdings Inc.,Consumer Non-Durables,Electronic Components,NASDAQ,,,,,,,
CPRT,"Copart, Inc.",Consumer Durables,Automotive Aftermarket,NASDAQ,,,,,,,
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CORT,Corcept Therapeutics Incorporated,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CORE,"Core-Mark Holding Company, Inc.",Consumer Non-Durables,Food Distributors,NASDAQ,,,,,,,
CORI,"Corium International, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CSOD,"Cornerstone OnDemand, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
CORV,Correvio Pharma Corp.,Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CRVL,CorVel Corp.,Finance,Specialty Insurers,NASDAQ,,,,,,,
CRVS,"Corvus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ,,,,,,,
CSGP,"CoStar Group, Inc.",Miscellaneous,Business Services,NASDAQ,,,,,,,
COST,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,NASDAQ,,,,,,,
CPAH,CounterPath Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
ICBK,"County Bancorp, Inc.",Finance,Major Banks,NASDAQ,,,,,,,
COUP,Coupa Software Incorporated,Technology,Computer Software: Prepackaged Software,NASDAQ,,,,,,,
CVTI,"Covenant Transportation Group, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ,,,,,,,
COWN,Cowen Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ,,,,,,,
COWNL,Cowen Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ,,,,,,,
COWNZ,Cowen Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ,,,,,,,
